"","TransactionNumber","UserID","Age","Gender","Occupation","EducationLevel","MaritalStatus","NumDependents","Income","Expenditure","GiftsTransaction","TransactionDate","TransactionTime","TransactionAmount","MerchantID","TransactionType","TransactionLocation","DeviceType","Latitude","Longitude","EmailDomain","Terrorism","UserTenure","IsFraud"
"6840",6358,4106,47,"Male","Retired","Bachelor","Married",1,44764.64,18314.59,"686.35 GBP","2023-11-25","20:21:32",638.06,"M007","Purchase","Sydney","Mobile",-37.0201,144.9646,"daniel62@outlook.com","False",100,0
"6841",9741,3986,39,"Female","Professional","High School","Married",0,75884.73,29417.97,"5923.44 GBP","2023-03-21","17:17:23",29.19,"M004","Withdrawal","Adelaide","Mobile",-30.000233,136.209152,"jessica29@gmail.com","False",93,1
"6842",12502,4372,48,"Male","Student","High School","Single",0,51253.97,25582.23,"3022.32 GBP","2023-10-20","06:35:11",144.65,"M001","Purchase","Melbourne","Tablet",-35.473469,149.012375,"katherine53@tempmail.com","False",94,0
"6843",2438,2230,22,"Female","Professional","Bachelor","Married",2,26310.21,16494.07,"918.54 GBP","2023-09-13","06:29:46",161.33,"M003","Payment","Hobart","Mobile",-20.917574,142.702789,"mendozaandrew@yahoo.com","False",38,0
"6844",3765,3225,19,"Female","Student","Bachelor","Single",4,114455.03,43220.67,"£ 4543.19","2023-09-15","11:28:35",365.14,"M002","Transfer","Brisbane","Mobile",-20.917574,142.702789,"jamesaaron@gmail.com","False",55,0
"6845",15407,4031,38,"Male","Student","High School","Single",4,104344.82,77385.456,"10580.67 AUD","2023-08-20","18/00/14",226.84,"M005","Withdrawal","Perth","Mobile",-19.491411,132.550964,"ingramryan@gmail.com","False",75,1
"6846",13452,1964,43,"Male","Unemployed","PhD","Married",0,53094.75,37888.37,"£ 832.51","2023-07-05","05:10:40",54.92,"M001","Transfer","Brisbane","Desktop",-31.840233,145.612793,"idean@gmail.com","False",64,1
"6847",6432,412,38,"Male","Professional","High School","Single",2,69977.9,53765.94,"£ 7038.02","2023-12-06","18:39:59",194.18,"M001","Purchase","Darwin","Desktop",-37.0201,144.9646,"glenda38@outlook.com","False",45,0
"6848",8643,2274,32,"Male","Unemployed","Bachelor","Single",0,85413.95,27353.37,"2170.41 GBP","2023-05-06","14/31/31",415.8,"M002","Purchase","Perth","Desktop",-37.0201,144.9646,"erinclark@outlook.com","False",90,0
"6849",7846,3243,22,"Male","Student","High School","Single",4,78399.65,35392.12,"2563.9 GBP","2023-10-18","10:53:33",65.41,"M007","Purchase","Melbourne","Mobile",-37.0201,144.9646,"michaelsaunders@outlook.com","False",117,0
"6850",16754,1977,30,"Male","Professional","High School","Married",3,65214.51,35284.576,"16301.74 AUD","2023-09-03","00:21:01",5.064,"M002","Transfer","Darwin","Desktop",-31.840233,145.612793,"marycontreras@outlook.com","False",37,1
"6851",12253,2947,-1,"Male","Student","PhD","Married",1,116695.19,76647.31,"£ 5005.13","2023-09-13","07:56:14 AM",97.98,"M004","Purchase","Adelaide","Desktop",-31.840233,145.612793,"burnsamy@outlook.com","False",47,0
"6852",9665,2256,40,"Male","Student","High School","Married",0,84798.1,33905.18,"676.38 GBP","2023-11-19","15:54:09",308.03,"M001","Transfer","Melb","Mobile",-37.0201,144.9646,"courtneymora@yahoo.com","True",94,0
"6853",8058,2964,24,"Female","Professional","Bachelor","Single",4,70813.66,40514.13,"2684.39 GBP","2023-11-20","12:44:02",27.42,"M004","Purchase","Hobart","Mobile",-20.917574,142.702789,"cstark@gmail.com","False",31,0
"6854",6340,394,28,"Male","Professional","High School","Single",0,42459.97,32339.99,"1356.29 GBP","2023-12-19","09:38:22 AM",95.17,"M005","Transfer","Darwin","Desktop",-31.840233,145.612793,"mendozajason@gmail.com","True",19,0
"6855",4821,2184,40,"Male","Professional","Bachelor","Married",0,83622.13,55926.34,"£ 6007.49","2023-05-05","16:44:33",121.15,"M008","Payment","Darwin","Desktop",-37.0201,144.9646,"mgriffith@gmail.com","True",24,0
"6856",18,4679,22,"Male","Unemployed","High School","Widowed",4,56185.17,40287.08,"£ 83.68","2023-07-22","22:20:50",12.09,"M004","Payment","Brisbane","Mobile",-20.917574,142.702789,"blackjames@tempmail.com","False",65,0
"6857",3560,3629,46,"Male","Professional","PhD","Single",0,47572.83,36105.71,"1272.66 GBP","2023-07-04","03/47/43",76.26,"M008","Withdrawal","Hobart","Mobile",-20.917574,142.702789,"evansbrian@yahoo.com","False",30,1
"6858",3951,1146,44,"Male","Student","PhD","Widowed",2,36339.47,27714.75,"2040.39 GBP","2023-09-25","21:53:30",484.72,"M006","Withdrawal","Canberra","Desktop",-20.917574,142.702789,"gmoody@securemail.com","False",23,1
"6859",49,1249,-1,"Male","Student","High School","Widowed",2,109101.92,43238.21,"£ 5545.32","2023-02-16","17:37:30",2.21,"M001","Withdrawal","Brisbane","iphone 15",-31.840233,145.612793,"christopheroconnor@securemail.com","False",15,1
"6860",16911,1710,41,"Male","Professional","High School","Married",3,105698.12,62556.348,"2403.36 AUD","2023-04-02","07:31:17",749.68,"M006","Withdrawal","Sydney","iphone 15",-37.0201,144.9646,"james97@gmail.com","False",10,1
"6861",3104,1888,33,"Male","Professional","Bachelor","Single",2,109586.07,81652.52,"3690.89 GBP","2023-06-15","20:06:48",29.37,"M001","Transfer","Brisbane","Mobile",-35.473469,149.012375,"terrymichelle@yahoo.com","False",37,0
"6862",887,4516,42,"Male","Professional","Master","Married",3,70362.06,28067.7,"£ 10.0","2023-11-11","21:20:26",1180.32,"M008","Purchase","Canberra","Mobile",-31.840233,145.612793,"dennis52@yahoo.com","False",119,0
"6863",6261,4072,42,"Male","Professional","High School","Married",4,94595.56,52984.37,"£ 635.74","2023-12-16","07:48:46",73.69,"M007","Purchase","Melbourne","Desktop",-31.840233,145.612793,"cclayton@gmail.com","True",38,0
"6864",7236,4004,31,"Male","Professional","Bachelor","Married",2,118837.87,35695.35,"11769.66 GBP","2023-05-07","05:22:21",130.14,"M007","Transfer","Perth","Tablet",-31.840233,145.612793,"smithdaniel@outlook.com","True",62,1
"6865",6989,210,34,"Male","Retired","High School","Single",2,52587.15,38033.86,"£ 2019.78","2023-12-30","13:40:08",157.92,"M004","Withdrawal","Sydney","Desktop",-20.917574,142.702789,"vanessa51@gmail.com","False",73,1
"6866",6043,3570,31,"Male","Student","Bachelor","Married",4,100655.74,71384.1,"4863.47 GBP","2023-12-03","20:36:36",1279.08,"M008","Transfer","Mel","Mobile",-37.0201,144.9646,"uestes@yahoo.com","True",100,0
"6867",10808,535,24,"Female","Professional","High School","Divorced",2,51983.8,21823.87,"£ 2051.27","2023-10-02","18:26:06",201.66,"M006","Purchase","Hobart","smartphone",-31.840233,145.612793,"ablackburn@gmail.com","False",89,0
"6868",8708,3664,31,"Female","Student","Bachelor","Single",4,71888.7,52008.03,"9883.36 GBP","2023-07-13","23:33:15",69.77,"M006","Purchase","Brisbane","Mobile",-20.917574,142.702789,"patricia61@gmail.com","False",60,0
"6869",3168,2076,30,"Male","Professional","Bachelor","Single",0,36192.55,12536.62,"£ 1107.31","2023-04-26","11:23:46",21.66,"M006","Purchase","Perth","Desktop",-19.491411,132.550964,"hharris@disposable.com","False",89,0
"6870",2949,454,25,"Female","Student","High School","Married",1,36840.97,25715.78,"£ 1426.28","2023-09-26","09:04:45",540.23,"M004","Purchase","Melb","android",-25.042261,117.793221,"johnmartin@outlook.com","False",36,0
"6871",1424,2098,27,"Male","Student","High School","Married",4,60676,32788.77,"£ 2532.84","2023-10-11","23:59:59",232.71,"M006","Purchase","Canberra","Tablet",-20.917574,142.702789,"jcunningham@gmail.com","False",107,0
"6872",139,855,29,"Female","Unemployed","Bachelor","Married",3,66516.83,41996.09,"3177.66 GBP","2023-11-04","20:15:15",120.66,"M007","Purchase","Hobart","Desktop",-25.042261,117.793221,"lindseydiaz@gmail.com","False",107,0
"6873",10116,1224,46,"Female","Professional","Bachelor","Married",1,137257.18,86573.05,"£ 5692.16","2023-02-21","07:04:52",157.84,"M003","Purchase","Brisbane","smartphone",-31.840233,145.612793,"serranorobert@yahoo.com","False",54,0
"6874",10570,3144,18,"Male","Professional","Bachelor","Single",4,37884.74,15969.19,"£ 2117.76","2023-12-25","03/15/12",43.65,"M001","Transfer","Melbourne","Desktop",-37.0201,144.9646,"amysmith@yahoo.com","False",88,0
"6875",3197,2626,43,"Male","Professional","Bachelor","Married",4,38842.08,22934.72,"£ 832.32","2023-11-20","19:26:31",114.93,"M008","Payment","Sydney","Tablet",-31.840233,145.612793,"zfernandez@gmail.com","False",58,0
"6876",5131,4224,39,"Female","Professional","Bachelor","Married",3,89480,36563.98,"1693.58 GBP","2023-07-24","11:31:24",31.44,"M001","Purchase","Hobart","Desktop",-31.840233,145.612793,"ellisalexis@yahoo.com","False",30,0
"6877",112,4574,51,"Male","Professional","High School","Married",4,42292.75,13609.65,"£ 585.14","2023-03-03","18:59:11",623.57,"M007","Purchase","Hobart","Mobile",-31.840233,145.612793,"hudsonpamela@gmail.com","True",29,0
"6878",8160,2696,-1,"Female","Retired","High School","Single",4,72013.6,42255.33,"£ 680.3","2023-12-16","18:11:49",26.31,"M004","Purchase","Sydney","Desktop",-31.840233,145.612793,"agordon@tempmail.com","False",70,0
"6879",17088,2413,49,"Female","Unemployed","High School","Married",4,60330.32,26807.768,"5330.64 AUD","2023-10-29","02:44:23 AM",1310.712,"M005","Transfer","Darwin","Desktop",-20.917574,142.702789,"charles63@securemail.com","True",92,1
"6880",4559,2787,-1,"Male","Student","Bachelor","Married",1,35364.16,21771.64,"£ 3232.65","2023-08-19","08:40:43",228.6,"M004","Withdrawal","Darwin","Desktop",-31.840233,145.612793,"ariasmary@disposable.com","False",12,1
"6881",4595,2708,37,"Male","Unemployed","Bachelor","Single",4,84558.45,64713.34,"£ 9096.55","2023-11-11","18:09:08",76.98,"M002","Withdrawal","Darwin","Tablet",-31.840233,145.612793,"ydavis@securemail.com","True",34,1
"6882",15859,879,31,"Other","Professional","Bachelor","Single",0,40123.66,19081.048,"AU$ 8175.8","2023-05-14","10:48:58",23.42,"M006","Transfer","Hobart","Mobile",-37.0201,144.9646,"davidcole@gmail.com","False",91,0
"6883",11442,2917,-1,"Male","Unemployed","High School","Single",3,94100.04,44736.96,"£ 1518.98","2023-10-01","09:28:47",51.49,"M002","Purchase","Adelaide","Desktop",-20.917574,142.702789,"gonzalezcarolyn@gmail.com","False",59,0
"6884",4690,2556,36,"Male","Professional","Bachelor","Married",2,144557.87,44905.24,"2335.75 GBP","2023-08-25","08:46:33",13.38,"M006","Transfer","Perth","Mobile",-37.0201,144.9646,"allencynthia@gmail.com","True",108,0
"6885",11254,3147,35,"Male","Student","High School","Married",1,33086.58,17502.47,"£ 24.31","2023-11-03","12:19:39",220.52,"M006","Transfer","Darwin","Tablet",-37.0201,144.9646,"benjamin16@yahoo.com","False",33,0
"6886",7951,3442,18,"Female","Student","High School","Single",1,27844.11,8719.21,"£ 536.74","2023-10-09","04:15:22",11.83,"M004","Purchase","Darwin","Mobile",-20.917574,142.702789,"jared93@gmail.com","False",24,1
"6887",17900,3589,45,"Female","Student","Bachelor","Single",4,46713.95,15500.032,"1557.48 AUD","2023-12-02","01:00:04",83.9,"M005","Purchase","Canberra","Mobile",-37.0201,144.9646,"awilliams@yahoo.com","True",105,1
"6888",12738,1907,18,"Female","Professional","High School","Married",0,38816.8,23582.61,"1896.93 GBP","2023-12-13","01:55:50",384.52,"M005","Payment","Hobart","Mobile",-37.0201,144.9646,"hendricksapril@outlook.com","True",70,1
"6889",17963,3525,39,"Other","Professional","Master","Married",1,103474.27,50281.984,"6301.98 AUD","2023-12-19","23:46:53",101.46,"M002","Payment","Brisbane","Tablet",-30.000233,136.209152,"pedwards@gmail.com","False",36,0
"6890",3277,4357,28,"Female","Professional","High School","Single",4,87578.75,40045.65,"1594.37 GBP","2023-08-31","09:56:38",608.99,"M004","Purchase","Darwin","Desktop",-37.0201,144.9646,"gilmorejose@gmail.com","False",72,0
"6891",10758,4446,38,"Female","Student","Master","Single",1,42550.43,15857.83,"2167.44 GBP","2023-02-09","21:14:54",57.26,"M006","Purchase","Hbt","Mobile",-20.917574,142.702789,"bartonchristopher@yahoo.com","False",24,0
"6892",15089,1019,32,"Male","Professional","Master","Widowed",0,104561.36,66820.048,"7948.12 AUD","2023-12-07","21:11:57",658.852,"M007","Payment","Adelaide","iphone 15",-20.917574,142.702789,"james56@yahoo.com","False",76,0
"6893",4068,2021,33,"Male","Professional","High School","Married",2,37902.13,12695.68,"£ 1647.56","2023-04-02","05:20:20",70.1,"M003","Transfer","Sydney","Mobile",-41.640079,146.315918,"laura58@yahoo.com","False",67,1
"6894",4408,739,43,"Male","Professional","Bachelor","Married",1,50934.97,30639.12,"£ 2588.06","2023-06-11","15:25:24",366.06,"M008","Purchase","Adelaide","galaxys7",-20.917574,142.702789,"agreen@outlook.com","False",109,0
"6895",14572,3161,38,"Female","Professional","High School","Married",4,83915.17,49631.65,"£ 64.03","2023-07-11","07:15:10",16.76,"M001","Transfer","Perth","Desktop",-31.840233,145.612793,"lindasawyer@yahoo.com","False",44,0
"6896",16994,1719,30,"Male","Professional","High School","Married",2,44592.66,20998.976,"3838.52 AUD","2023-11-19","16:06:07",9.9,"M003","Withdrawal","Melbourne","Desktop",-35.473469,149.012375,"hancockalexander@yahoo.com","True",40,0
"6897",9729,4960,28,"Male","Unemployed","Bachelor","Married",2,112915.74,34222.57,"£ 5697.43","2023-12-29","09:49:48",31.45,"M007","Withdrawal","Darwin","iphone 15",-37.0201,144.9646,"seancervantes@yahoo.com","False",17,1
"6898",11414,1086,36,"Female","Student","High School","Married",3,42607.68,20653.29,"6361.25 GBP","2023-08-17","09:31:47",260.72,"M008","Withdrawal","Perth","Desktop",-37.0201,144.9646,"allendenise@gmail.com","False",15,1
"6899",10667,1040,27,"Female","Unemployed","High School","Single",4,40481.35,27503.35,"1061.82 GBP","2023-07-13","03:51:11",1124.64,"M004","Purchase","Adelaide","iphone 15",-31.840233,145.612793,"linjoel@outlook.com","False",23,1
"6900",451,4573,-1,"Female","Professional","Master","Single",2,72440.43,28664.05,"5381.49 GBP","2023-05-19","03:10:49",1446.67,"M001","Purchase","Adelaide","Desktop",-37.0201,144.9646,"patricia39@yahoo.com","False",105,1
"6901",7262,1646,53,"Male","Student","High School","Single",4,26580.9,14936.18,"£ 859.19","2023-03-17","19:40:28",27.74,"M005","Payment","Adelaide","Desktop",-37.0201,144.9646,"vincentkelley@gmail.com","False",37,0
"6902",3731,2127,35,"Male","Professional","High School","Married",0,89806.51,65601.72,"£ 1500.24","2023-07-08","14:48:22",54.2,"M007","Purchase","Perth","Mobile",-37.0201,144.9646,"renee31@yahoo.com","False",79,0
"6903",7256,4127,45,"Female","Professional","Bachelor","Single",4,57841.13,31616.63,"206.64 GBP","2023-12-05","00:00:00",476.86,"M003","Payment","Adelaide","galaxys7",-37.0201,144.9646,"jasmine79@securemail.com","True",87,1
"6904",17335,665,35,"Male","Professional","High School","Divorced",0,84537.58,50149.588,"AU$ 6922.81","2023-05-25","08:30:41",30.112,"M006","Purchase","Adelaide","Mobile",-20.917574,142.702789,"greensierra@gmail.com","False",66,0
"6905",4986,2317,-1,"Male","Student","Master","Married",1,92493.99,52814.29,"848.14 GBP","2023-07-22","08:27:21",9.18,"M006","Transfer","Melbourne","Mobile",-31.840233,145.612793,"debraobrien@gmail.com","False",56,0
"6906",3663,1348,36,"Female","Unemployed","Bachelor","Married",1,17520.34,7284.26,"£ 188.12","2023-10-25","15:33:15",41.36,"M005","Purchase","Adelaide","Desktop",-25.042261,117.793221,"richard94@outlook.com","False",20,0
"6907",2763,2284,39,"Male","Professional","Master","Single",2,58645.18,29677.08,"£ 1959.24","2023-09-29","05:21:26 AM",71.01,"M004","Withdrawal","Perth","Desktop",-20.917574,142.702789,"zwebb@gmail.com","False",33,1
"6908",8850,4583,-1,"Male","Professional","Bachelor","Married",4,63694.23,41395.59,"£ 1544.23","2023-06-02","04:55:41",2295.97,"M002","Purchase","Darwin","Desktop",-20.917574,142.702789,"qchambers@outlook.com","False",69,1
"6909",16270,1374,26,"Male","Retired","Bachelor","Single",1,122190.96,93430.16,"4312.53 AUD","2023-08-17","11:20:27",778.244,"M003","Payment","Brisbane","Desktop",-20.917574,142.702789,"kelleyricky@disposable.com","False",44,0
"6910",15123,547,24,"Male","Student","Bachelor","Widowed",0,25566.26,10608.796,"AU$ 1209.78","2023-11-22","05:38:51",1555.992,"M002","Payment","MLB","Desktop",-31.840233,145.612793,"austincortez@gmail.com","False",116,0
"6911",1855,4162,33,"Male","Student","Bachelor","Married",1,85354.96,28828.75,"£ 3193.33","2023-03-12","07:59:15",360.11,"M002","Withdrawal","Hobart","Tablet",-25.042261,117.793221,"pdavis@yahoo.com","False",19,1
"6912",12812,3375,18,"Female","Student","Bachelor","Single",0,92221.06,61643.79,"£ 1912.74","2023-05-17","03/58/51",154.71,"M007","Payment","Perth","Tablet",-37.0201,144.9646,"vhart@yahoo.com","False",40,1
"6913",999,4478,31,"Female","Unemployed","High School","Married",1,38358.95,27061.26,"£ 318.08","2023-11-16","01:08:22",388.57,"M001","Transfer","Melbourne","Desktop",-31.840233,145.612793,"stephanie90@tempmail.com","True",113,0
"6914",389,3853,38,"Female","Student","Bachelor","Married",4,25376.97,16596.74,"£ 1330.05","2023-07-21","10:25:50",154.65,"M008","Transfer","Canberra","Mobile",-31.840233,145.612793,"cspencer@gmail.com","False",112,0
"6915",11599,2569,-1,"Male","Student","High School","Single",0,57427.16,35859.76,"1952.57 GBP","2023-12-06","07:42:02 PM",89.63,"M008","Purchase","Darwin","Tablet",-25.042261,117.793221,"yorkshelley@gmail.com","True",12,0
"6916",6426,2180,42,"Female","Professional","High School","Widowed",2,74562.75,42184.96,"2531.02 GBP","2023-04-09","10:42:58",622.23,"M008","Withdrawal","Perth","Mobile",-37.0201,144.9646,"carrollrobert@tempmail.com","False",75,1
"6917",1476,3289,-1,"Female","Professional","PhD","Married",2,116392.31,56056.53,"3844.94 GBP","2023-01-09","03:04:24",14.38,"M005","Purchase","Perth","Desktop",-37.0201,144.9646,"derekgarcia@yahoo.com","False",52,1
"6918",2240,3713,35,"Male","Student","Bachelor","Married",3,73708.6,47648.14,"£ 258.56","2023-07-15","07:38:40",62.15,"M004","Purchase","Hobart","Mobile",-37.0201,144.9646,"allenmaria@gmail.com","False",36,0
"6919",10578,1916,33,"Female","Student","Bachelor","Single",1,48587.65,33997.25,"£ 3039.86","2023-12-10","09:48:17 AM",156.89,"M008","Purchase","Brisbane","Mobile",-31.840233,145.612793,"cherylking@gmail.com","False",13,0
"6920",17513,705,46,"Female","Professional","Bachelor","Widowed",4,32071.71,20650.308,"AU$ 5324.54","2023-08-20","17:52:59",42.752,"M006","Withdrawal","Sydney","Desktop",-37.0201,144.9646,"mevans@outlook.com","True",25,1
"6921",8112,226,-1,"Male","Student","Bachelor","Single",3,38826.33,26894.33,"55.3 GBP","2023-12-09","06:48:46",628.37,"M005","Withdrawal","Darwin","Desktop",-20.917574,142.702789,"middletonmonica@securemail.com","False",116,1
"6922",992,1387,46,"Female","Retired","Bachelor","Married",1,35136.15,24551.85,"£ 2353.19","2023-11-12","11:49:08",1036.27,"M001","Purchase","Hobart","Mobile",-31.840233,145.612793,"imcguire@gmail.com","False",36,0
"6923",7032,3965,31,"Male","Professional","High School","Single",3,25740.79,12842.67,"1081.01 GBP","2023-10-12","06:00:24 PM",690.24,"M004","Withdrawal","Hobart","Desktop",-30.000233,136.209152,"prodriguez@yahoo.com","True",71,1
"6924",4997,351,28,"Female","Student","Bachelor","Single",3,46175.02,32904.95,"£ 1090.85","2023-02-28","23:08:50",134.61,"M008","Withdrawal","Canberra","Desktop",-37.0201,144.9646,"mooreashley@outlook.com","False",81,1
"6925",3922,980,35,"Female","Student","Bachelor","Married",2,55872.42,42770.25,"4437.56 GBP","2023-10-20","12:26:00",486.19,"M007","Purchase","Darwin","Mobile",-37.0201,144.9646,"smitherika@gmail.com","False",10,0
"6926",2972,2502,31,"Female","Retired","High School","Married",3,78001.49,33197.44,"£ 6150.74","2023-12-14","06:46:31",12.45,"M006","Withdrawal","Canberra","Mobile",-31.840233,145.612793,"sophia62@yahoo.com","False",117,1
"6927",11578,1689,45,"Male","Professional","Bachelor","Single",0,76446.52,33203.67,"£ 5097.13","2023-09-06","06:04:39",240.83,"M006","Payment","Melbourne","Mobile",-20.917574,142.702789,"meganwatkins@gmail.com","False",100,0
"6928",6871,3765,-1,"Female","Professional","Bachelor","Divorced",0,50069.05,18704.01,"977.15 GBP","2023-06-28","06:45:31",253.27,"M002","Purchase","Melbourne","Desktop",-25.042261,117.793221,"heathererickson@yahoo.com","False",14,0
"6929",14211,2051,26,"Male","Unemployed","Bachelor","Married",4,116587.61,61086.09,"11747.58 GBP","2023-12-12","15:49:05",154.49,"M005","Purchase","melbourne","Desktop",-31.840233,145.612793,"ibrown@gmail.com","True",112,0
"6930",17555,3998,33,"Male","Professional","Master","Divorced",0,69266.8,27267.952,"3791.7 AUD","2023-12-05","02:53:01 AM",24.42,"M006","Transfer","Sydney","iphone 15",-20.917574,142.702789,"caleb27@yahoo.com","False",93,1
"6931",15493,2383,48,"Female","Unemployed","Bachelor","Married",2,68517.91,31156.604,"AU$ 13049.42","2023-01-11","03:37:50",749.648,"M007","Purchase","Sydney","Tablet",-37.0201,144.9646,"kramerstephanie@outlook.com","True",65,1
"6932",4769,123,44,"Female","Professional","Master","Married",2,39008.57,24373.25,"£ 1251.9","2023-05-19","02:15:53",18.27,"M001","Payment","Darwin","Desktop",-37.0201,144.9646,"andres74@gmail.com","False",24,1
"6933",1293,899,-1,"Other","Student","Master","Married",1,50696,30589.71,"£ 1235.18","2023-05-30","02/22/31",185.71,"M005","Payment","Brisbane","Tablet",-31.840233,145.612793,"johnsonkyle@yahoo.com","True",104,1
"6934",10016,927,26,"Female","Student","Bachelor","Single",2,158381.49,63795.52,"£ 950.73","2023-11-16","16:01:08",226.9,"M008","Withdrawal","Melbourne","Mobile",-37.0201,144.9646,"hwilliams@gmail.com","True",76,0
"6935",11065,3772,-1,"Male","Retired","High School","Single",3,47239.71,17518.63,"4051.17 GBP","2023-09-21","23:04:27",25.72,"M007","Withdrawal","Brisbane","smartphone",-20.917574,142.702789,"owhite@yahoo.com","False",10,1
"6936",4173,1315,54,"Female","Professional","Bachelor","Single",2,165854.82,91933.32,"16713.61 GBP","2023-08-01","04:39:50",17.67,"M003","Payment","Perth","Mobile",-31.840233,145.612793,"savannahmcknight@tempmail.com","True",37,1
"6937",2535,2553,-1,"Other","Professional","High School","Married",3,14369.15,6319.55,"1268.51 GBP","2023-10-09","15:35:38",27.92,"M003","Purchase","Melbourne","smartphone",-25.042261,117.793221,"ogarcia@gmail.com","False",10,0
"6938",17507,721,42,"Female","Student","Bachelor","Married",2,69897.04,48702.008,"2200.04 AUD","2023-10-07","20:40:54",87.64,"M007","Withdrawal","Sydney","Desktop",-31.840233,145.612793,"ngutierrez@yahoo.com","False",104,1
"6939",1907,3916,31,"Female","Student","High School","Single",4,40520.11,16975.1,"£ 2114.68","2023-06-07","10:01:48",1248.01,"M003","Purchase","MLB","Mobile",-37.0201,144.9646,"ruiztaylor@tempmail.com","False",80,0
"6940",16687,65,21,"Female","Professional","Bachelor","Divorced",1,53705.83,41400.712,"3826.96 AUD","2023-12-12","01:42:43",49.42,"M006","Purchase","Adelaide","Mobile",-37.0201,144.9646,"larry74@securemail.com","True",100,1
"6941",4946,2924,44,"Male","Student","High School","Single",3,48092.69,27060.41,"562.95 GBP","2023-08-12","20:20:28",226.47,"M004","Purchase","Hobart","Mobile",-20.917574,142.702789,"marquezjaime@outlook.com","True",21,0
"6942",8560,2315,31,"Male","Professional","High School","Married",1,70090.35,49408.28,"10641.88 GBP","2023-12-26","10:32:19",143.81,"M002","Withdrawal","Brisbane","Mobile",-25.042261,117.793221,"davidrodriguez@yahoo.com","False",6,1
"6943",6033,2617,-1,"Male","Student","High School","Single",2,66877.12,49218.36,"3440.89 GBP","2023-04-26","20:32:38",88.44,"M001","Purchase","Adelaide","Mobile",-37.0201,144.9646,"jacqueline55@tempmail.com","False",49,0
"6944",7619,1516,38,"Male","Professional","High School","Single",3,57529.97,31230.02,"£ 1704.13","2023-07-19","08:19:09 AM",29.72,"M003","Purchase","Hobart","Mobile",-37.0201,144.9646,"donaldmoon@securemail.com","False",95,0
"6945",1151,580,36,"Male","Professional","Bachelor","Single",2,129331.32,96051.68,"12707.99 GBP","2023-09-15","14:13:41",69.37,"M001","Purchase","Sydney","Mobile",-37.0201,144.9646,"steven46@disposable.com","False",96,0
"6946",1567,797,27,"Male","Student","Bachelor","Married",1,66937.45,47551.8,"4039.98 GBP","2023-10-11","13:08:49",147.12,"M001","Payment","Melbourne","Desktop",-25.042261,117.793221,"browncharles@outlook.com","False",26,0
"6947",3171,978,18,"Female","Unemployed","PhD","Single",1,22138.06,17665.54,"1284.13 GBP","2023-01-07","11:15:18",404.12,"M007","Purchase","Melbourne","Mobile",-31.840233,145.612793,"kayla56@outlook.com","True",91,0
"6948",16677,362,49,"Female","Retired","High School","Married",3,53296.69,36960.124,"AU$ 804.26","2023-12-23","15:06:43",67.592,"M004","Purchase","Perth","Desktop",-37.0201,144.9646,"elizabeth38@gmail.com","False",11,0
"6949",9689,434,32,"Female","Retired","High School","Married",4,55167.16,18380.59,"£ 2866.56","2023-10-02","09:23:50",150.99,"M007","Purchase","Hobart","Mobile",-31.840233,145.612793,"waltersdouglas@gmail.com","True",67,0
"6950",7106,4110,18,"Male","Student","Bachelor","Single",2,94592.52,65405.75,"567.99 GBP","2023-12-13","21:46:28",26.64,"M007","Payment","Perth","Desktop",-30.000233,136.209152,"paul05@outlook.com","False",26,0
"6951",17238,67,35,"Female","Student","High School","Divorced",2,56423.62,24812.772,"AU$ 9084.56","2023-12-19","02:00:23",3.14,"M003","Payment","Adelaide","Mobile",-41.640079,146.315918,"etaylor@gmail.com","False",84,1
"6952",4160,3549,18,"Female","Student","Master","Single",2,49673.62,15622.09,"£ 3852.94","2023-11-22","06:48:13",57.58,"M004","Purchase","Brisbane","Desktop",-31.840233,145.612793,"john63@gmail.com","False",80,0
"6953",4287,4890,42,"Male","Unemployed","Master","Married",4,96477.5,55564.86,"£ 1068.53","2023-09-26","09:52:11",348.83,"M006","Transfer","Brisbane","Tablet",-31.840233,145.612793,"omartin@gmail.com","False",62,0
"6954",2230,238,29,"Female","Student","Bachelor","Married",4,53755.25,28504.43,"2304.01 GBP","2023-12-27","13:46:37",43.02,"M001","Withdrawal","Darwin","Desktop",-31.840233,145.612793,"sjohnson@yahoo.com","True",39,1
"6955",15224,3153,50,"Male","Unemployed","High School","Single",3,92084.17,73119.748,"459.75 AUD","2023-06-21","23:59:01",710.984,"M005","Purchase","Sydney","Desktop",-20.917574,142.702789,"andreasnyder@tempmail.com","False",49,0
"6956",174,2391,36,"Male","Professional","Bachelor","Single",2,83792.92,29021.67,"£ 16636.67","2023-05-31","22:12:06",174.89,"M006","Purchase","Adelaide","Mobile",-31.840233,145.612793,"davidsonroberta@gmail.com","False",57,0
"6957",1903,3942,47,"Male","Retired","Bachelor","Married",3,50683.07,36329.15,"£ 2379.22","2023-11-03","15:19:14",39.2,"M007","Payment","Perth","Desktop",-37.0201,144.9646,"nbryant@outlook.com","False",12,0
"6958",9291,816,-1,"Male","Unemployed","Bachelor","Single",3,92306.98,62523.62,"£ 7049.69","2023-12-04","03:05:40 AM",31.93,"M002","Purchase","Hobart","Tablet",-31.840233,145.612793,"susan57@gmail.com","False",13,1
